2.7832975,0.000,192.168.200.8,55455,DNS,53,1,100,UDP,......
2.399472,0.000,192.168.220.4,70,10074_39,80,1,66,TCP,.A....
2.9999743,0.000,192.168.100.5,445,192.168.220.15,47462,1,70,TCP,.AP...
2.4275763,0.000,10081_164,80,192.168.220.4,65123,1,66,TCP,.A....
2.6818202,0.000,192.168.200.8,49569,10028_68,443,1,55,TCP,.A....
2.350388,0.000,192.168.220.4,62182,10000_35,443,1,66,TCP,.A....
2.392178,0.000,192.168.220.15,45245,10022_143,443,1,66,TCP,.A....
2.4340606,0.000,10081_164,80,192.168.220.4,54421,1,66,TCP,.A....
2.559469,0.004,192.168.220.14,55611,192.168.100.5,445,2,132,TCP,.AP...
2.9929237,0.125,192.168.200.9,33672,10879_18,443,9,2772,TCP,.AP.SF
2.4239414,0.000,10414_83,80,192.168.220.8,45863,1,66,TCP,.A....
2.5394487,0.002,10135_249,443,192.168.220.8,44741,4,295,TCP,.AP..F
2.3929348,0.000,192.168.220.8,56487,10174_64,443,1,66,TCP,.A....
2.1799397,0.064,10901_209,443,192.168.220.16,51460,3,215,TCP,.AP..F
2.9755223,1.201,192.168.200.8,33672,11499_53,443,2,530,TCP,.AP.S.
2.286485,0.000,10252_4,80,192.168.220.16,51874,1,66,TCP,.A....
2.43601,0.000,192.168.220.15,59676,10324_67,443,1,55,TCP,.A....
2.3829424,0.000,10475_83,443,192.168.220.4,60938,1,66,TCP,.A....
2.399077,0.000,10573_189,443,192.168.220.8,58615,1,66,TCP,.A....
2.3339121,0.875,11853_12,443,192.168.220.11,33052,4,4858,TCP,.AP.S.
2.9994814,0.111,10499_34,443,192.168.220.8,6346,49,15602,TCP,.AP.S.
2.5236444,0.004,192.168.220.16,36771,192.168.100.6,80,5,479,TCP,.AP.SF
2.4364157,0.000,192.168.220.12,56252,10901_209,80,1,66,TCP,.A....
2.5634336,0.002,192.168.100.6,80,192.168.220.16,61623,3,206,TCP,.A..SF
2.464962,0.000,10506_18,80,192.168.220.13,56820,1,66,TCP,.A....
2.290304,0.003,192.168.220.16,34405,192.168.100.6,80,5,479,TCP,.AP.SF
2.9999986,0.077,11744_153,443,192.168.220.6,56363,13,11040,TCP,.A..S.
2.448467,0.000,192.168.220.15,59181,10414_83,443,1,66,TCP,.A....
2.368679,0.000,10573_189,443,192.168.220.8,43107,1,66,TCP,.A....
2.4678426,0.002,192.168.220.8,44618,192.168.100.5,445,2,363,TCP,.AP...
2.6403232,0.000,10847_122,443,192.168.220.15,37506,1,84,TCP,.AP.S.
2.4085252,0.000,192.168.220.4,36018,10923_238,80,1,66,TCP,.A....
2.2925513,0.326,192.168.220.16,38594,10075_202,443,5,906,TCP,.AP.S.
2.4472678,0.000,10100_133,80,192.168.220.8,50339,1,66,TCP,.A....
2.321325,0.000,192.168.220.8,54900,10026_68,443,1,66,TCP,.A....
2.6947126,0.000,192.168.220.8,49153,10374_142,443,1,54,TCP,.A....
2.3498979,0.249,10081_164,443,192.168.220.8,56034,2,555,TCP,.AP...
2.6084013,0.028,192.168.200.8,46900,10168_188,443,2,108,TCP,.A...F
2.3314497,0.000,10475_83,443,192.168.220.4,40202,1,66,TCP,.A....
2.6666465,0.000,DNS,53,192.168.220.8,65424,2,282,UDP,......
2.984513,0.855,192.168.220.6,37444,10022_143,80,4,691,TCP,.AP.S.
2.4879055,0.000,10582_86,80,192.168.200.8,58517,1,66,TCP,.A....
2.9999962,0.003,192.168.100.6,80,192.168.220.16,36880,4,272,TCP,.A..SF
2.8971345,0.000,DNS,53,192.168.200.8,62373,1,416,UDP,......
2.6128738,0.000,192.168.200.8,58241,10063_33,80,1,55,TCP,.A....
2.4498436,0.000,10506_18,80,192.168.220.13,56820,1,66,TCP,.A....
2.4273038,0.000,10081_164,80,192.168.220.4,58783,1,66,TCP,.A....
2.5768125,0.458,EXT_SERVER,8000,192.168.220.8,53352,7,1413,TCP,.AP.SF
2.4103804,0.000,10475_83,443,192.168.220.4,48953,1,66,TCP,.A....
2.46092,0.000,192.168.220.5,59620,DNS,53,2,749,UDP,....S.
2.999936,1.329,10553_79,443,192.168.220.7,49391,12,24097,TCP,.A..S.
2.5465965,0.000,192.168.200.8,53197,10060_27,80,1,55,TCP,.A....
2.424832,0.000,10028_68,80,192.168.220.13,53202,1,66,TCP,.A....
2.5762076,0.004,192.168.220.16,51874,192.168.100.6,80,5,479,TCP,.AP.SF
2.4379349,0.000,10631_41,80,192.168.220.8,54443,1,66,TCP,.A....
2.6996226,0.000,192.168.220.11,57768,10056_124,80,1,54,TCP,.A....
2.383829,0.000,10475_83,443,192.168.220.4,48953,1,66,TCP,.A....
2.8771641,0.458,192.168.200.9,37288,10879_18,443,12,7196,TCP,.AP.SF
2.4330962,0.000,192.168.220.12,56252,10901_209,80,1,66,TCP,.A....
2.4347575,0.000,10028_68,80,192.168.220.13,53202,1,66,TCP,.A....
2.4302444,0.000,192.168.220.12,56252,10901_209,80,1,66,TCP,.A....
2.2766695,0.000,10793_130,443,192.168.220.16,36724,1,66,TCP,.A....
2.430256,0.000,192.168.220.12,59181,11590_213,80,1,66,TCP,.A....
2.9952111,1.035,10412_239,443,192.168.220.16,33213,3,1118,TCP,.AP.S.
2.4855561,0.001,192.168.220.8,36724,192.168.100.5,445,2,132,TCP,.AP...
2.4013598,0.000,10631_41,80,192.168.220.8,41102,1,66,TCP,.A....
2.3501763,0.030,192.168.220.16,44618,EXT_SERVER,8082,2,338,TCP,.AP...
2.6613488,0.004,10068_2,80,192.168.220.15,1233,2,132,TCP,.A...F
2.999999,0.133,12393_158,80,192.168.220.4,38659,2,543,TCP,.AP...
2.4345784,0.000,192.168.220.12,59181,10901_209,80,1,66,TCP,.A....
2.3906834,0.000,10475_83,443,192.168.220.4,60938,1,66,TCP,.A....
2.2307212,0.000,10252_4,80,192.168.220.16,51874,1,66,TCP,.A....
2.960753,1.201,192.168.200.9,33672,11499_53,443,4,530,TCP,.AP.SF
2.3969696,0.000,11014_185,80,192.168.220.7,52006,1,66,TCP,.A....
2.4301426,0.000,192.168.210.4,2013,10796_87,443,1,66,TCP,.A....
2.316989,0.000,10074_39,443,192.168.220.8,36724,1,66,TCP,.A....
2.446721,0.000,192.168.220.12,56252,10901_209,80,1,66,TCP,.A....
2.1191926,0.100,192.168.220.14,47697,10901_209,80,2,2237,TCP,.A..S.
2.9527688,0.000,10105_8,80,192.168.200.8,59758,1,66,TCP,.A....
2.4013267,0.030,192.168.220.16,44618,EXT_SERVER,8082,2,338,TCP,.AP...
2.2539296,0.030,192.168.220.4,53335,11926_42,80,3,1094,TCP,.AP.S.
2.383976,0.000,10081_164,80,192.168.220.4,49671,1,66,TCP,.A....
2.3681726,0.000,192.168.220.8,44255,10064_217,443,2,108,TCP,.A.R.F
2.9835594,0.000,DNS,53,192.168.200.8,64735,2,230,UDP,..P...
2.418797,0.000,10278_34,80,192.168.220.8,50339,1,66,TCP,.A....
2.428014,0.000,192.168.220.12,59181,10901_209,80,1,66,TCP,.A....
2.2659166,0.033,10504_198,443,192.168.200.8,60572,3,402,TCP,.AP..F
2.9274118,1.208,192.168.220.15,39077,10022_143,80,32,1118,TCP,.AP.S.
2.4770944,0.006,192.168.210.5,51874,192.168.100.6,80,6,545,TCP,.AP.SF
2.8726785,0.447,10412_239,443,192.168.220.16,52275,3,1118,TCP,.AP.S.
